L5,SY,GE,VEND,ITEM,COLUPC,PRODUCT TYPE,PACKAGE,FLAVOR/SCENT,FAT CONTENT,CALORIE LEVEL,STYLE,TYPE OF YOGURT
PENN MAID,,2,72530,2520,27253002520,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,BLENDED
PENN MAID,,1,72530,8160,17253008160,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,MISSING
PENN MAID,,1,72530,1157,17253001157,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,GRADE A,BLENDED
PENN MAID KIDS,,1,72530,5307,17253005307,YOGURT,PLASTIC CUP,APPLE PIE,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5305,17253005305,YOGURT,PLASTIC CUP,BUBBLE GUM,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5317,17253005317,YOGURT,PLASTIC CUP,BOOMERANG BANANA,LOW FAT,MISSING,NATURAL,BLENDED
PENN MAID KIDS,,1,72530,5313,17253005313,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5308,17253005308,YOGURT,PLASTIC CUP,COTTON CANDY,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,2,72530,5302,27253005302,YOGURT,PLASTIC CUP,GRAPE,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5315,17253005315,YOGURT,PLASTIC CUP,LORICUTIE TUTI FRUTI,LOW FAT,MISSING,NATURAL,BLENDED
PENN MAID KIDS,,1,72530,5304,17253005304,YOGURT,PLASTIC CUP,ORANGE CREAM,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID KIDS,,1,72530,5314,17253005314,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5301,17253005301,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID KIDS,,1,72530,5303,17253005303,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID KIDS,,1,72530,5306,17253005306,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,PRESTIRRED
PENN MAID KIDS,,1,72530,5316,17253005316,YOGURT,PLASTIC CUP,WALLABY WATERMELON,LOW FAT,MISSING,NATURAL,BLENDED
PENN MAID LIGHT,,1,72530,4810,17253004810,YOGURT,PLASTIC CUP,MISSING,NONFAT,LIGHT,MISSING,MISSING
PENN MAID LIGHT,,1,72530,5520,17253005520,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,18020,17253018020,YOGURT,PLASTIC CUP,KEY LIME PIE,NONFAT,LIGHT,GRADE A,MISSING
PENN MAID LIGHT,,1,72530,4841,17253004841,YOGURT,PLASTIC CUP,LEMON,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,1520,17253001520,YOGURT,PLASTIC CUP,PEACH,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,18030,17253018030,YOGURT,PLASTIC CUP,PINA COLADA,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,4520,17253004520,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,6520,17253006520,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,LIGHT,GRADE A,BLENDED
PENN MAID LIGHT,,1,72530,10520,17253010520,YOGURT,PLASTIC CUP,VANILLA,NONFAT,100 CALORIES,MISSING,PRESTIRRED
PENN MAID LIGHT,,1,72530,18010,17253018010,YOGURT,PLASTIC CUP,WHITE CHOC RASPBERRY,NONFAT,LIGHT,MISSING,PRESTIRRED
PENN MAID PREMIUM,,2,72530,5160,27253005160,YOGURT,PLASTIC CUP,BLUEBERRY & CREAM,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID PREMIUM,,1,72530,9160,17253009160,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID PREMIUM,,2,72530,10160,27253010160,YOGURT,PLASTIC CUP,PEACHES & CREAM,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID PREMIUM,,2,72530,4160,27253004160,YOGURT,PLASTIC CUP,RASPBERRY & CREAM,LOW FAT,MISSING,MISSING,MISSING
PENN MAID PREMIUM,,1,72530,20160,17253020160,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID PREMIUM,,2,72530,6160,27253006160,YOGURT,PLASTIC CUP,STRAWBERRIES & CREAM,LOW FAT,MISSING,GRADE A,BLENDED
PENN MAID SPORTABLES,,1,72530,5526,17253005526,YOGURT,PLASTIC CUP,ASSORTED,LOW FAT,MISSING,MISSING,MISSING
PENN MAID SPORTABLES,,1,72530,5525,17253005525,YOGURT,PLASTIC CUP,ASSORTED,LOW FAT,MISSING,MISSING,BLENDED
YOGUR DELICIA,,1,71700,49438,17170049438,YOGURT,PLASTIC CUP,BANANA,MISSING,MISSING,NATURAL,BLENDED
YOGUR DELICIA,,1,71700,49638,17170049638,YOGURT,PLASTIC CUP,GUAVA,MISSING,MISSING,NATURAL,BLENDED
YOGUR DELICIA,,1,71700,49738,17170049738,YOGURT,PLASTIC CUP,MANGO,MISSING,MISSING,NATURAL,BLENDED
YOGUR DELICIA,,1,71700,49838,17170049838,YOGURT,PLASTIC CUP,PINEAPPLE BANANA,MISSING,MISSING,NATURAL,BLENDED
YOGUR DELICIA,,1,71700,49538,17170049538,YOGURT,PLASTIC CUP,PINA COLADA,MISSING,MISSING,NATURAL,BLENDED
YOGUR DELICIA,,1,71700,49938,17170049938,YOGURT,PLASTIC CUP,TROPICAL COCKTAIL,MISSING,MISSING,NATURAL,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11914,14410011914,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,6,1,86924,69146,6.19E+11,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11916,14410011916,YOGURT,PLASTIC CUP,FRENCH VANILLA,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,6,1,86924,69147,6.19E+11,YOGURT,PLASTIC CUP,FRENCH VANILLA,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11912,14410011912,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,6,1,86924,69144,6.19E+11,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11915,14410011915,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11911,14410011911,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,6,1,86924,69143,6.19E+11,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,,1,44100,11913,14410011913,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
HOOD CARB COUNTDOWN,6,1,86924,69145,6.19E+11,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,LOW CARBOHYDRATE,BLENDED
KEMPS,27,1,711,3502,2.71E+12,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS,27,1,711,3503,2.71E+12,YOGURT,PLASTIC CUP,PEACH,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS,,2,41483,650,24148300650,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,MISSING,MISSING
KEMPS,27,1,711,3498,2.71E+12,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS,27,1,711,3497,2.71E+12,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS CLASSIC,,2,76200,12,27620000012,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,2,76200,9,27620000009,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,1,76200,54,17620000054,YOGURT,PLASTIC CUP,CHERRY VANILLA,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,3,76200,14,37620000014,YOGURT,PLASTIC CUP,MANDARIN ORANGE,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,2,76200,10,27620000010,YOGURT,PLASTIC CUP,MIXED BERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,2,76200,11,27620000011,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,2,76200,1,27620000001,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,1,76200,145,17620000145,YOGURT,PLASTIC CUP,RASPBERRY CHOCOLATE,LOW FAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS CLASSIC,,3,76200,2,37620000002,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS CLASSIC,,1,76200,50,17620000050,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,BLENDED
KEMPS FREE,,1,76200,131,17620000131,YOGURT,PLASTIC CUP,BANANA CREAM PIE,NONFAT,90 CALORIES,MISSING,MISSING
KEMPS FREE,,1,76200,95,17620000095,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,98,17620000098,YOGURT,PLASTIC CUP,CHERRY,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,132,17620000132,YOGURT,PLASTIC CUP,CHERRY VANILLA,NONFAT,LIGHT,MISSING,MISSING
KEMPS FREE,,2,76200,112,27620000112,YOGURT,PLASTIC CUP,KEY LIME PIE,NONFAT,MISSING,MISSING,BLENDED
KEMPS FREE,,1,76200,93,17620000093,YOGURT,PLASTIC CUP,LEMON CHIFFON,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,94,17620000094,YOGURT,PLASTIC CUP,PEACH,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,133,17620000133,YOGURT,PLASTIC CUP,RASPBERRY CHEESECAKE,NONFAT,90 CALORIES,MISSING,MISSING
KEMPS FREE,,1,76200,96,17620000096,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,97,17620000097,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,LIGHT,MISSING,BLENDED
KEMPS FREE,,1,76200,90,17620000090,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,LIGHT,MISSING,MISSING
KEMPS FREE,,2,41483,651,24148300651,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,MISSING,BLENDED
KEMPS NONFAT 100 CALORIES,,2,76200,65,27620000065,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,63,27620000063,YOGURT,PLASTIC CUP,CHERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,68,27620000068,YOGURT,PLASTIC CUP,CHERRY VANILLA,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,64,27620000064,YOGURT,PLASTIC CUP,LEMON,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,66,27620000066,YOGURT,PLASTIC CUP,PEACH,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,62,27620000062,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,61,27620000061,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS NONFAT 100 CALORIES,,2,76200,67,27620000067,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,100 CALORIES,MISSING,PRESTIRRED
KEMPS SPOONZ N YOGURT,,1,41483,2908,14148302908,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,SWISS,PRESTIRRED
KEMPS SPOONZ N YOGURT,,1,41483,2907,14148302907,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,230 CALORIES,SWISS,PRESTIRRED
KEMPS SPOONZ N YOGURT,,1,41483,2979,14148302979,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,SWISS,PRESTIRRED
KEMPS SUGAR BUSTERS,,1,41483,2883,14148302883,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
KEMPS SUGAR BUSTERS,,1,41483,2885,14148302885,YOGURT,PLASTIC CUP,KEY LIME PIE,NONFAT,MISSING,MISSING,PRESTIRRED
KEMPS SUGAR BUSTERS,,1,41483,2884,14148302884,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,MISSING,PRESTIRRED
KEMPS SUGAR BUSTERS,,1,41483,2881,14148302881,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,MISSING,MISSING,MISSING
KEMPS SUGAR BUSTERS,,1,41483,2880,14148302880,YOGURT,CARTON,STRAWBERRY,MISSING,MISSING,MISSING,MISSING
KEMPS YO STIX,,1,41483,2913,14148302913,YOGURT,SQUEEZE TUBE IN BOX,ASSORTED,REGULAR,MISSING,GRADE A,BLENDED
KEMPS YO STIX,,1,41483,2914,14148302914,YOGURT,SQUEEZE TUBE IN BOX,ASSORTED,REGULAR,MISSING,GRADE A,BLENDED
KEMPS YO STIX,,1,41483,3005,14148303005,YOGURT,SQUEEZE TUBE IN BOX,ASSORTED,REGULAR,MISSING,GRADE A,BLENDED
KEMPS YO STIX,,1,41483,2915,14148302915,YOGURT,SQUEEZE TUBE IN BOX,STRAWBERRY,REGULAR,MISSING,GRADE A,BLENDED
KEMPS YOGURT JRS,,1,76200,17,17620000017,YOGURT,PLASTIC CUP,BUBBLE GUM,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,2,76200,106,27620000106,YOGURT,PLASTIC CUP,BANANA SPLIT,LOW FAT,MISSING,MISSING,BLENDED
KEMPS YOGURT JRS,,1,76200,79,17620000079,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
KEMPS YOGURT JRS,,1,76200,80,17620000080,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,3,76200,73,37620000073,YOGURT,PLASTIC CUP,CARAMEL APPLE,LOW FAT,MISSING,MISSING,BLENDED
KEMPS YOGURT JRS,,1,76200,107,17620000107,YOGURT,PLASTIC CUP,GRAPE,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,1,76200,74,17620000074,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,1,76200,58,17620000058,YOGURT,PLASTIC CUP,ORANGE DREAM,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,1,76200,75,17620000075,YOGURT,PLASTIC CONTAINER,PEANUT BUTTER,MISSING,MISSING,MISSING,MISSING
KEMPS YOGURT JRS,,1,76200,76,17620000076,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,1,76200,77,17620000077,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,1,76200,78,17620000078,YOGURT,PLASTIC CUP,STRAWBERRY & BANANA,LOW FAT,MISSING,MISSING,PRESTIRRED
KEMPS YOGURT JRS,,2,76200,57,27620000057,YOGURT,PLASTIC CUP,TRIPLE MOUNTAIN BERY,LOW FAT,MISSING,MISSING,PRESTIRRED
HAWTHORN MELLODY,,1,39200,59,13920000059,YOGURT,MISSING,LEMON,MISSING,MISSING,MISSING,MISSING
HAWTHORNE VALLEY,,2,36638,22215,23663822215,YOGURT,PLASTIC CONTAINER,MISSING,WHOLE,MISSING,MISSING,PRESTIRRED
HAWTHORNE VALLEY,,1,36638,22211,13663822211,YOGURT,PLASTIC TUB,PLAIN,WHOLE,MISSING,MISSING,PRESTIRRED
CALIFORNIA SUNSHINE,,1,25073,1202,12507301202,YOGURT,PLASTIC CUP,BOYSENBERRY,MISSING,MISSING,MISSING,MISSING
CALIFORNIA SUNSHINE,,1,25073,1210,12507301210,YOGURT,PLASTIC CUP,FRESH STRAWBERY BANN,MISSING,MISSING,MISSING,MISSING
CALIFORNIA SUNSHINE,,2,25073,1233,22507301233,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,MISSING,PRESTIRRED
CALIFORNIA SUNSHINE,,1,25073,1200,12507301200,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,MISSING
CALIFORNIA SUNSHINE,,1,25073,1204,12507301204,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,MISSING
CALIFORNIA SUNSHINE,,1,25073,1201,12507301201,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2605,22749502605,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2626,22749502626,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2674,22749502674,YOGURT,PLASTIC CUP,PINEAPPLE,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2676,22749502676,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2601,22749502601,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2683,22749502683,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2688,22749502688,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,MISSING
HOLLANDIA DAIRY,,2,27495,2620,22749502620,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,MISSING
HOMESTEAD,8,1,2630,16531,8.10E+11,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
HOMESTEAD,8,1,2630,16581,8.10E+11,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,PRESTIRRED
J & J,,1,11274,62,11127400062,YOGURT,PLSTC CUP IN SLEEVE,ASSORTED,LOW FAT,MISSING,SWISS,MISSING
J & J,,1,11274,63,11127400063,YOGURT,PLSTC CUP IN SLEEVE,ASSORTED,LOW FAT,MISSING,SWISS,PRESTIRRED
J & J,,2,11274,22,21127400022,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
J & J,,1,11274,24,11127400024,YOGURT,PLASTIC CUP,COFFEE,LOW FAT,MISSING,MISSING,MISSING
J & J,,1,11274,152,11127400152,YOGURT,PLASTIC CUP,COFFEE,LOW FAT,MISSING,MISSING,BLENDED
J & J,,1,11274,153,11127400153,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
J & J,,1,11274,21,11127400021,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
J & J,,1,11274,64,11127400064,YOGURT,PLSTC CUP IN SLEEVE,STRAWBERRY,LOW FAT,MISSING,SWISS,PRESTIRRED
J & J,,1,11274,155,11127400155,YOGURT,MISSING,VANILLA,MISSING,MISSING,MISSING,MISSING
J & J,,1,11274,23,11127400023,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,MISSING
DEVON FARMS,,2,53600,10071,25360010071,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
DEVON FARMS,,1,53600,10077,15360010077,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,MISSING,NATURAL,FRUIT ON THE BOTTOM
DEVON FARMS,,2,53600,10072,25360010072,YOGURT,PLASTIC CONTAINER,CHERRY,LOW FAT,LIGHT,GRADE A,BLENDED
DEVON FARMS,,2,53600,10073,25360010073,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
DEVON FARMS,,1,53600,10078,15360010078,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,NATURAL,FRUIT ON THE BOTTOM
DEVON FARMS,,1,53600,108,15360000108,YOGURT,PLASTIC CUP,PEACHES & CREAM,LOW FAT,MISSING,MISSING,BLENDED
DEVON FARMS,,1,53600,10074,15360010074,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,NATURAL,BLENDED
DEVON FARMS,,1,53600,110,15360000110,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,MISSING,BLENDED
DEVON FARMS,,1,53600,10075,15360010075,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,NATURAL,BLENDED
DEVON FARMS,,1,53600,10081,15360010081,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,MISSING,NATURAL,FRUIT ON THE BOTTOM
DEVON FARMS,,1,53600,10076,15360010076,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,NATURAL,BLENDED
DEVON FARMS,,1,53600,10082,15360010082,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,MISSING,NATURAL,FRUIT ON THE BOTTOM
DEVON FARMS,,2,53600,109,25360000109,YOGURT,PLASTIC CUP,STRAWBERRIES & CREAM,LOW FAT,MISSING,MISSING,BLENDED
DEVON FARMS,,1,53600,111,15360000111,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,10151,15360010151,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,10152,15360010152,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,130,15360000130,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,122,15360000122,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,NATURAL,BLENDED
LA YOGURT,,1,53600,123,15360000123,YOGURT,PLASTIC CUP IN BOX,ASSORTED,NONFAT,LIGHT,MISSING,BLENDED
LA YOGURT,,1,53600,62,15360000062,YOGURT,PLASTIC CUP,BANANA CREAM,NONFAT,LIGHT,MISSING,PRESTIRRED
LA YOGURT,,3,53600,1,35360000001,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,100,15360000100,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,KOSHER,FRUIT ON THE BOTTOM
LA YOGURT,,1,53600,58,15360000058,YOGURT,PLASTIC CONTAINER,BLUEBERRY,NONFAT,LIGHT,MISSING,PRESTIRRED
LA YOGURT,,1,53600,3,15360000003,YOGURT,PLASTIC CUP,CHERRY CHEESECAKE,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,3,53600,91,35360000091,YOGURT,PLASTIC CONTAINER,CHERRY,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,101,15360000101,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,KOSHER,FRUIT ON THE BOTTOM
LA YOGURT,,1,53600,59,15360000059,YOGURT,PLASTIC CONTAINER,CHERRY,NONFAT,LIGHT,MISSING,PRESTIRRED
LA YOGURT,,2,53600,54,25360000054,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,204,15360000204,YOGURT,SQUEEZE TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,5,15360000005,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,160,15360000160,YOGURT,PLASTIC CUP,MISSING,MISSING,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,161,15360000161,YOGURT,PLASTIC CUP,HORCHATA,NONFAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,10,15360000010,YOGURT,PLASTIC CUP,IRISH CREAM,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,150,15360000150,YOGURT,PLASTIC CONTAINER,MANGO,MISSING,LIGHT,MISSING,BLENDED
LA YOGURT,,2,53600,9,25360000009,YOGURT,PLASTIC CARTON,MIXED BERRY,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,47,15360000047,YOGURT,PLASTIC CUP,MIXED BERRY,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,1,53600,102,15360000102,YOGURT,PLASTIC CUP,MIXED BERRY,LOW FAT,MISSING,KOSHER,FRUIT ON THE BOTTOM
LA YOGURT,,1,53600,68,15360000068,YOGURT,PLASTIC CUP,PINEAPPLE BANANA,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,2,53600,45,25360000045,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,2,53600,21,25360000021,YOGURT,PLASTIC CUP,PEACH,LOW FAT,130 CALORIES,ORIGINAL,BLENDED
LA YOGURT,,1,53600,103,15360000103,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,KOSHER,FRUIT ON THE BOTTOM
LA YOGURT,,1,53600,66,15360000066,YOGURT,PLASTIC CUP,PEACH WHISPER,NONFAT,LIGHT,MISSING,BLENDED
LA YOGURT,,2,53600,39,25360000039,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,2,53600,46,25360000046,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,MISSING,MISSING,BLENDED
LA YOGURT,,2,53600,7,25360000007,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,150 CALORIES,ORIGINAL,BLENDED
